TxHash,Age,From,To,Value
0x43b247ea9c96f22971a3848742c41ef3994f1b188010818c45661f347eb2d226,Apr-11-2018 02:56:30 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4decfda14103e321e6ca27da56c70b9cd2e62242,10.015
0x70842f9cc2812cf07c183710a524ec489fd7cd577ddc10cf6e65dc243130f068,Apr-11-2018 02:54:41 AM,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0xa8e7c46fb6a05776fb25ee299e5ffb18e7ce5aed,250
0xac4aafe48d250bcacd8a74f29038657f5e2edca5544c67cf0d1f55a23c4978ae,Apr-11-2018 02:50:09 AM,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0x5112fa9d47be04c1ceb72f49c98fd5ff31ab2296,353.0123085
0x9cc4a23c2648ac0e47e59802a840c9ecdde7b6fb1bc8fb18742c3d73a33b2202,Apr-11-2018 02:49:27 AM,0x6cc8f297b455432252ad1b6180faeede47e32173,0x17bc58b788808dab201a9a90817ff3c168bf3d61,3.27
0xd660e34e30e4a2054933069a5573dda61362f87c54fa9740016acb1930835288,Apr-11-2018 02:44:30 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,5.265
0x046e2a854e8f4509602528d982eefaca4c13e8c6fb82291d847868da4a183cf4,Apr-11-2018 02:44:23 AM,0x8a2bd7a6caf2bf2412eecf86942d65531c799046,0x17bc58b788808dab201a9a90817ff3c168bf3d61,11.06739
0xcb3a949c339e9b5ea519d499744ec430dbc470e92e420578f5a0f855edb0f561,Apr-11-2018 02:42:01 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x6cc8f297b455432252ad1b6180faeede47e32173,3.27
0x1a8639369c24e8d2e0af70c8c44a15188196e035eeb9a155b0e8850b03355103,Apr-11-2018 02:40:46 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xccd907fd42de0d3d6e7bfa92c061eb1c1718a029,6
0xbbcccd3d1a8577e4d3ce0c04f9e9528c077500b8061f641a1eb6312f2789b92c,Apr-11-2018 02:37:17 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8a2bd7a6caf2bf2412eecf86942d65531c799046,5.8515
0xa610f7dc11f56be3b59276efa912ac3aef403238e079be66eae0c780a5d44904,Apr-11-2018 02:34:11 AM,0x86b69cdf74c42176d4ade2eb0ff4343f2b36060f,0x17bc58b788808dab201a9a90817ff3c168bf3d61,2.52
0x699f7878dc063ac2062cba397b789ba105f948559d19b6168c98d9883a1e281d,Apr-11-2018 02:29:43 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x538f1bb56fbb07ace176fb03d65938563aa153b0,1.985
0xe34f30b56df068dcda142775ac03f71f4d9aab28cf6613b82b1d2b82db09fe5b,Apr-11-2018 02:29:04 AM,0x67af8425455dea382475e2219cd9b793afda4ad1,0x17bc58b788808dab201a9a90817ff3c168bf3d61,2.745
0x1d608307ca4936989dc12b485c5eb71d59880dd72bfaaa5139c282420f276282,Apr-11-2018 02:28:15 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x86b69cdf74c42176d4ade2eb0ff4343f2b36060f,2.52
0x58fc6bbf50b9d0fc29bae6545fa4dd77fa6bc2dc4d5720e869cf924a31facb47,Apr-11-2018 02:28:10 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xb7a8c029427d906acb27bca9ab79e8592e5af89a,0.525
0x40802a945477fa61d64102c4e9cdc2946bec765ae4bc3a2b841596e2c818e3ae,Apr-11-2018 02:26:49 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x67af8425455dea382475e2219cd9b793afda4ad1,2.745
0xc038a877210bd276ba6c9f1325de22201fc07d7d2ed042790a1e28e28a2e3870,Apr-11-2018 02:15:02 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,2.603
0xa6a2d96b0afd51b24c5fa36306519af3c72443ea4349d45949ee7777ed698daf,Apr-11-2018 02:13:21 AM,0xf6bbc05580b5348ef5ac601c6aa051d60659d9a6,0x27358926fd0687650840e2a6325f2f5fb1b3b8e0,2.52746
0xace5a1a046dd7257d1b72c8ac2249edff81f607dbb756cfc9e10ae8ab598bb1a,Apr-11-2018 02:03:38 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xe1a789f3d92f805e965838bec6f4eca9294b8305,2
0xd54ed6e2eead74ce591b00b5d7e759d0e248aa79a6498e802a56038ac36cfe34,Apr-11-2018 01:59:26 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4436abf106290b41f2cca827442948165d16a9e4,0.87
0x97ad3585f3e94732df4df38c350ad1fa0edac258e27822fb7cb7c3bf5ebfd3df,Apr-11-2018 01:57:33 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4b7f07d7fe048c80b376206ce67b0fdae7dd6bc8,2.055
0x1ffc77bef8ba177f0ac837fac80f0efd6e4a8ab03ad1a87c55b7535c1ef3bfd8,Apr-11-2018 01:56:42 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x79c99fb2984e83f10ccf0d3b9432652e143939d3,0.33
0xe549dab5f017fb07e9157e33d6aab6cda5128ffa909159fa93bcc576f7911549,Apr-11-2018 01:54:08 AM,0xc2a6e5452d2ea4128183b84705b713e5992c1b78,0x17bc58b788808dab201a9a90817ff3c168bf3d61,2.603
0x3b7ef5ab79446e921b5271b224c257b828cd3888444d044f73d9995395f9c7f7,Apr-11-2018 01:50:01 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xc2a6e5452d2ea4128183b84705b713e5992c1b78,2.603
0xee026bdd1463cc9b57e7d26cfd25671ffb22a97e80a01145e079d211f3c98790,Apr-11-2018 01:49:06 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xf653a50ff23cd9e65bc758efd646e4b52ed98763,0.555
0x49c93ec2672fc8c8f7b9c3c172a7f30723a01534a93a835717af9278b4e3c7d7,Apr-11-2018 01:44:33 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,1.465
0x4267771a1c91757e7a490cfdfe097072e37f76aa0d60ec7d8732e8781579d12a,Apr-11-2018 01:15:03 AM,0xaa4e6e09bd1f11afce5683dee14708f92da1a1a8,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.465
0x8ba2ec85cd6d5826d97a42a89677a571a6f47d574af08280278010802bae4ab0,Apr-11-2018 01:12:27 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xa2062c72109450810ff9771ca707c7d50952243f,1.545
0x2ba45207b81720135b454587f4914ac2348ee43afc7021d71a98abc0c89c245a,Apr-11-2018 01:10:23 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xaa4e6e09bd1f11afce5683dee14708f92da1a1a8,1.465
0x4ab80ba9f3f4e470c9a05c8400ddb3de1c19ca390926a3162512c9077783f909,Apr-11-2018 01:02:50 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x9e3422c4a2fbbd563f665cb16f4d2e246234971b,3.75
0x2f25e814cf3df1936096df58dbf979cd41d3aeb9b66e29d3d19bb8ee17acba3a,Apr-11-2018 01:02:50 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x3382db73ce4620e73255ba5c01fea3f44fd66296,2.609
0x156318c5a5bcf9074b468b45bc3edf6a80429510ac86944c60538a9b770427ee,Apr-11-2018 12:58:34 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xff67ec19618a57c483ea58a5414e839950db0725,1
0x7c01eddd7c496e7d222b718097b68d9029cfe400d992d718dfa54f0107f003a7,Apr-11-2018 12:44:45 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,2.695
0xb830230605078f5e9b51153b929534926fb3537cca4a8d88db5fe3b956e9a7fc,Apr-11-2018 12:28:09 AM,0x7c4402a0afbd78e6c3e9461bdce57dc715dc08bb,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.695
0xa734064287cd6b75a496d5ea5db20a6e65d955e457c7924932749a846c1b15dd,Apr-11-2018 12:26:10 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4436abf106290b41f2cca827442948165d16a9e4,0.601
0xf8e44ce449f78dd248ec9b821c2b9c14be2d8aa4e74adedb56b1feb3e4589920,Apr-11-2018 12:23:41 AM,0xe1a789f3d92f805e965838bec6f4eca9294b8305,0x17bc58b788808dab201a9a90817ff3c168bf3d61,2
0x8a3c9ad1d8d808c1fed5d50a78ada98ed72da340f7dc914753736dc0dabf462c,Apr-11-2018 12:23:16 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x7c4402a0afbd78e6c3e9461bdce57dc715dc08bb,0.695
0x2e9308af0e281d55f7799d8c2b777faa6d32a85067c3d990d4896c88703d9f68,Apr-11-2018 12:23:16 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x2cf873bb98c915cecaef1a3f64f71c933cfae3b8,15.725
0xa48db6178289a165fac50c0f1e9bcc98f263cdf9d5af1e73d1545e1c487600eb,Apr-11-2018 12:19:28 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xe1a789f3d92f805e965838bec6f4eca9294b8305,2
0xf733f61ba5b7fbac1a3987d3437d327787621d3120f2629c17cd434a363fbf40,Apr-11-2018 12:14:34 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,1.855
0x093a504ed9cf4103741f3d9a1654679903ce6fb95620d09b1211e046283a8e59,Apr-10-2018 11:48:19 PM,0x1508b869b4da64be3214aedf68cfa948b7fad4c9,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.855
0x8a80c1856fcb165819ada3efff6a7ac771abb9e79b1e00048d540eca25ddda1b,Apr-10-2018 11:45:27 PM,0x111ac3bd7c0155c98959c289444383f3a3ee2b16,0xf6bbc05580b5348ef5ac601c6aa051d60659d9a6,0.915
0x6284c2a88f741c1d2bd4324608d2f854b0fe248324e2db3be9338750d2964b0d,Apr-10-2018 11:44:36 PM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,1.41
0x406abc89e4c2e3f4ff16a7f42ab50c956e364ce0893ba3173ebb0aac9c00a37e,Apr-10-2018 11:42:13 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x1508b869b4da64be3214aedf68cfa948b7fad4c9,1.855
0xd0b32f29d23ca9cee55c8859a7ac56eae8b8f5a0c64ec7c033d36b615341bc7b,Apr-10-2018 11:38:57 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x111ac3bd7c0155c98959c289444383f3a3ee2b16,0.915
0xd6a5860825408018e9a5a8fe5be063f5df5e7cf1a1c681401dbad8faddefdb89,Apr-10-2018 11:16:42 PM,0xc72380a51e0e93fb0d8bca54d26b379188757260,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.41
0x1bdb77b94d39ceb5d6add293fa2cfcbd024ba037931a68b3cbc0529ebd111a39,Apr-10-2018 11:10:29 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xc72380a51e0e93fb0d8bca54d26b379188757260,1.41
0x67d6e9131f915871bad6bb1f693639a4b3f0fa8964b5c884deb71252d0f594f5,Apr-10-2018 10:53:13 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8af7fed75dee68acd3e7195e42933e4bd2a35326,1.5
0x8f051eee420efea287606d12ce70534a542b480a4f4aa3ab37cb760621bc00b8,Apr-10-2018 09:50:10 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0be214c1034249ddc01d903cc14c1b549ecaace7,1.08
0x4fa2716ea4583642e544bd010f34bf8d01b977ef24fc1e0dcd9002aeac0b2fbe,Apr-10-2018 09:06:43 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x3538e04bba17350e9170e4c5f2ca7b4addf504c7,2.645
0x1d673cb8c03f7c5db2690c786df6d1e54375005a42da00504fa499d248eda410,Apr-10-2018 08:44:14 PM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,1.05
0x301ad294d0359d12c022f0acd3e0057d631a97c5b1b1edafa42cf8de28ca46fd,Apr-10-2018 08:36:18 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x93eb250013f76dc300304f907ee9850119d66e3a,2.46
0x695c7896d2d8724fb4a00fece5a121f26c078f85b7f3b4736db4343c61a847b7,Apr-10-2018 08:31:23 PM,0xd7c905fa3f0cf19881a3232f3917bd2d09f777d6,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.05
0x7b0089875ace6cda9428cec39dd14e4754b598006e708c0ed214c35dab1f702e,Apr-10-2018 08:26:58 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xd7c905fa3f0cf19881a3232f3917bd2d09f777d6,1.05
0xa35e29fb5d8141237585acb95bd6426f0fa2d1f4ee8a9b2260b4f938ebeda21a,Apr-10-2018 08:00:18 PM,0x0592a0522f816d2eb22db453fed6a70e5f84b1c8,0xf6bbc05580b5348ef5ac601c6aa051d60659d9a6,1.17
0x880ffa6193b85241f1c8b5e8b90c4d5ebc5f659a12b6ee519c99e8aee1eb69d0,Apr-10-2018 07:54:41 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xa9926e4ec2d9b6db8bbd31f6e11ecdfafa702df7,0.915
0x980fb7bd4bf4e23966a3bcb564b27993f5af266e7726048bfe8e1cc9a3ad481a,Apr-10-2018 07:51:38 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0592a0522f816d2eb22db453fed6a70e5f84b1c8,1.17
0xda7758fc53472f536fe7bc89306a7aa95cc21be1b8b567eb4f36a314772409c5,Apr-10-2018 07:44:26 PM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,56.475
0x2b7e5895b5b89b20fdf7efd5d25e641c449f1b1762c7e2bc757e1582cf87228c,Apr-10-2018 07:42:18 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x5fd9727c843d2c68cff6f3d308ba450dbf360906,34.357
0x43d2222192bb2b7ac1350c4998e4c8b9afb343b120af3ed66cd1efbe8403e045,Apr-10-2018 07:37:48 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x812bf5bee5fff60bbdc3f50d34fe83c8659e33d1,0.81
0xec3a078c37074d4287673e502ea979d622936f14dcf223d86f4194269e98df8c,Apr-10-2018 07:26:37 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0be214c1034249ddc01d903cc14c1b549ecaace7,1.5
0xef72072536fbd737c468db75ad7838a2b20dcc35b0ada1f3a7cd6eca4bb05e65,Apr-10-2018 07:25:46 PM,0xcc6243191a3efebb6f29442b736a09849e4f9eee,0x17bc58b788808dab201a9a90817ff3c168bf3d61,56.475
0x72000111be8b0470bd1c17b224a7705c6a61e504ed5361899b7569061fad1144,Apr-10-2018 07:22:43 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xcc6243191a3efebb6f29442b736a09849e4f9eee,11.475
0xe7944ad9df97cc80e35187a8ea5a544f30f08dedebd58423961c308a0868da6f,Apr-10-2018 07:14:29 PM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,1.575
0x71f24641e9ed1f27f0e28be35c1b870801427a4d20d32f5c1bee605e9942c839,Apr-10-2018 07:14:29 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xc3025f8bc46ce4c61468f20f3272efdc8095db70,10.905
0x4aa840f3369aa05724e2d2775da2bc402651c8bce100b6f2f360191f9da6a6d6,Apr-10-2018 07:06:19 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xcbeaa8496a3b930c1565f5bf703b90c12b4b0b94,2.015
0x6fcd233e18fcb010c1d3b6198060cb878da4a47441f145ad40ac1b3d59b94869,Apr-10-2018 07:01:41 PM,0x3538e04bba17350e9170e4c5f2ca7b4addf504c7,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.575
0x7748b0e52f69062d66bdbd4889ef757757b88029ebd84c2b92c6d2fcb1321f4c,Apr-10-2018 06:55:52 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x3538e04bba17350e9170e4c5f2ca7b4addf504c7,1.575
0x7aced48e1421c415695b7b8c85e9e9612bcc20392e4f3218271bb054a36b1e0a,Apr-10-2018 06:40:18 PM,0x0592a0522f816d2eb22db453fed6a70e5f84b1c8,0xf6bbc05580b5348ef5ac601c6aa051d60659d9a6,3.602
0x03e60842a39b02cbd85075749495c43691046cb51b60e938771aa0629f852287,Apr-10-2018 06:32:13 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0592a0522f816d2eb22db453fed6a70e5f84b1c8,3.602
0x0b6159aaf27eb0edcd8f3aa81d43ad4d155d5b7963a0df618e18af03ca32cbd9,Apr-10-2018 05:55:55 PM,0x0be214c1034249ddc01d903cc14c1b549ecaace7,0x192651f7f02dd5e644a4a8bc96dc6e6660f79807,2.755
0x78c0c097ddc696fdffa5b08d961f35691ad1c4115c7de3d9ba3e3ee9a3c01ec4,Apr-10-2018 05:50:35 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8af7fed75dee68acd3e7195e42933e4bd2a35326,1.64
0x3891a070e36c6fdf6d622eadd7715421dc4659d2e43fb19dfc20e855c12f8d3b,Apr-10-2018 05:44:12 PM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,11.7205
0xb05e14b4c81bc87053506298d73e02c1023faf08db8a975ac38bd9294f38f684,Apr-10-2018 05:41:41 PM,0x0be214c1034249ddc01d903cc14c1b549ecaace7,0x192651f7f02dd5e644a4a8bc96dc6e6660f79807,5
0xf308128c0075ee032f4cea6199e07aa772f94048d4bae17d451213079db448c2,Apr-10-2018 05:40:53 PM,0x796310a03f3ddc77dec5a66ffde99c38029ff3ce,0x17bc58b788808dab201a9a90817ff3c168bf3d61,7.0305
0x4f05156ec50fb117325e11f2ec3d0811c8763d4f7b7195ce8ca7c8385ff5d1ba,Apr-10-2018 05:39:57 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x9a35c740e046d0acd60b894a44cdf5432d741b3b,4.05
0x76585c34900110503cfe681361062b4e4b00627fbce9b3c6d370ee7e7fbc5091,Apr-10-2018 05:38:49 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x07deb02f241b923e2a4110e88c23b416f68d35d8,2.4
0xbb2db838c3a2f7780d75d9dc6f85aea8b1bf6116770f6bca341aef3a54a50780,Apr-10-2018 05:36:31 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xb7a8c029427d906acb27bca9ab79e8592e5af89a,0.51
0x24be1b1b40f24f8858b1d640e6901b1543e69b997cab86a3efd31beb290f8659,Apr-10-2018 05:34:59 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x796310a03f3ddc77dec5a66ffde99c38029ff3ce,2.655
0xdb71ee1e5eb7b970a37895e3a39f723bc285edcf7f3420b2b52c9632869afb71,Apr-10-2018 05:31:21 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4436abf106290b41f2cca827442948165d16a9e4,0.884
0x5b362d1a176c054456bb80d7f72c222b794910303e032fe48ead90a682bfd1bf,Apr-10-2018 05:30:36 PM,0x377a9318ad8c1d65f92f58ad01910b3f38939931,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.015
0x59e4d8afaf169834116b1e3796af2acd5fca2ac0c80156144ee63476046c4a6b,Apr-10-2018 05:30:36 PM,0xe2b718bacc3e00b23ff4ef0dc833912af02978bc,0x17bc58b788808dab201a9a90817ff3c168bf3d61,3.675
0x81f7c232d81106e560f2f3585bcf3fa743248b12c35108a660b283acb40caa76,Apr-10-2018 05:26:09 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0be214c1034249ddc01d903cc14c1b549ecaace7,2.085
0x64394e65730273f8e9f10cad14c0feaec51fd3f111325519f9a7591162254ddb,Apr-10-2018 05:26:09 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x377a9318ad8c1d65f92f58ad01910b3f38939931,1.015
0x5bc1e1aacffe284f03a7262cf655c826b6e1f5f7106f8244393a6cfad8847174,Apr-10-2018 05:26:09 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xe2b718bacc3e00b23ff4ef0dc833912af02978bc,1.94
0x1f92e14066cf939e63a97bd3b9d04cfca6272a7833768e261fa9fa8f2a33b331,Apr-10-2018 05:21:30 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x2dd54c526d61c79e4dbc1e917e6146626bbeb8e1,1.83
0x4d4282ab0d1b151cd924d6a46198ec659d95ff98d7424bda63f495cebba598aa,Apr-10-2018 05:14:07 PM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,48.099
0xdca12bff8af1bbc44d477562b1cd44d168e0181727c24924b2a5b7250115310d,Apr-10-2018 05:11:28 PM,0xac5cc20fbf18aad84a655965de05a0e44da7b32a,0x17bc58b788808dab201a9a90817ff3c168bf3d61,17.665
0xa7c10f7f1d5386cdba576d903b3c0b64c8b0fe9d6f1e367fdb94578be6b9a679,Apr-10-2018 05:05:50 PM,0x8af7fed75dee68acd3e7195e42933e4bd2a35326,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.01
0x118cabd836e644979530198103c6eefbeaa27ddbcd8c53a9b3d9b89f40d2a415,Apr-10-2018 05:05:03 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xac5cc20fbf18aad84a655965de05a0e44da7b32a,6
0x03bb91077fe00ddd55eb76ec0993cb01c0b8f1f9ff329643b6ac244ae4c96a89,Apr-10-2018 05:02:58 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8af7fed75dee68acd3e7195e42933e4bd2a35326,0.01
0x91f1604083b7312279ba2d254d9f7b3f1d3254cd1f41c11d4cc900a1b0506cb9,Apr-10-2018 04:51:55 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xd44233cc57bf12d792eb0a30227ab06b875babd0,43.512
0xb1ce8ecbad046ff457ada75d8b2fd95928bb187aff40872b2fcb935d23773da0,Apr-10-2018 04:50:32 PM,0x61c47adc0f29b7cff1c6a0fd59cf67aefd58391d,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.409
0x451e118e80e94806601ae3ec74e29f4b232526a6a74ce88e73b5fe54e810e402,Apr-10-2018 04:50:32 PM,0x28ecc7299df0773c56ed7464ee1b135b9f8d58a3,0x17bc58b788808dab201a9a90817ff3c168bf3d61,30.015
0x110d72c13d56be78db238f0de63c62c561c059b764773656880bee95027c503b,Apr-10-2018 04:46:56 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x61c47adc0f29b7cff1c6a0fd59cf67aefd58391d,0.409
0x6993f2552f88fcd5c15097a012eb934e855a11923b365f885fdce2e72b71f681,Apr-10-2018 04:44:59 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x28ecc7299df0773c56ed7464ee1b135b9f8d58a3,30.015
0x7d2f471bf9fcab507ab2a563ac0da22ddf966fe6ec2984b4a5bc11ca1139d421,Apr-10-2018 04:43:58 PM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,7.431
0xf79711be453753f78b494ead758f33b85d43c9247848f2c3dd259a4789f0357a,Apr-10-2018 04:43:21 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xccee0b9d6c2ec4d0a92e26d805f8bbd4ad510c9b,1.875
0x16606725d3d2287aa1bb81dcb2c10f4c25ff51039eaf984be43d79cef9efc0d1,Apr-10-2018 04:34:10 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x79c99fb2984e83f10ccf0d3b9432652e143939d3,0.36
0xb1d012d5675893a8f85be49214a37aade80f2e8ec6be89748948adcdf0e9c2cf,Apr-10-2018 04:30:37 PM,0x3061b356420271bc9251e13d4bf02ece1fae7e0a,0x17bc58b788808dab201a9a90817ff3c168bf3d61,3.351
0x26c815c1d114801d5e8e8a1f08f6c820d79a17e803f5626c51bb03c48c3b6b9c,Apr-10-2018 04:23:50 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x3061b356420271bc9251e13d4bf02ece1fae7e0a,3.351
0x799ce38b012b19ea3340b76e40030dcca9dbacc7a4be6b08def6e1662b3e1f5a,Apr-10-2018 04:17:50 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x796310a03f3ddc77dec5a66ffde99c38029ff3ce,0.51
0xbc27089ede1d3853d7c9c79fc055bae7a07e87d203d0141a0f0fe200eff8efd0,Apr-10-2018 04:17:38 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xdab746c4abd61f7ec3f37cc1dc9c9af86b7dffd4,1.48
0xc1d73ff825f51a5eb44d8144aa20e3847806d61b5fac5673b01b32b1056adb47,Apr-10-2018 04:15:38 PM,0x4412efca7450762f7fd62463d15a5129d9572b42,0x17bc58b788808dab201a9a90817ff3c168bf3d61,3.15
0x73609a8bf36811f4a8b9467de39d754bd9bfbb241494b36e7b88742aa6ebbce6,Apr-10-2018 04:09:01 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4412efca7450762f7fd62463d15a5129d9572b42,3.15
0x34a6c35f2046a92b763bb66206b9bd6d393857ab27c84125eed700006cd4ac68,Apr-10-2018 04:07:53 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xccee0b9d6c2ec4d0a92e26d805f8bbd4ad510c9b,1.115
0x389492cd65a54ac6ae58c2f39f72c9c293878d676ebb0e31cdf308dca6c4e744,Apr-10-2018 04:05:00 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8a2bd7a6caf2bf2412eecf86942d65531c799046,1.185
0x574bc9bc1ec2093886f8e407ba2cead1e074199d909b5355d050a38fe4cfdcbf,Apr-10-2018 04:00:36 PM,0xb1a5e57f71412ca143ba8b08841a5e6ee3118870,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.197
0xaf049c4855b19528cd965717d18b7e9b3f726f968a00f0fb941609d8b313d872,Apr-10-2018 03:57:11 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xb1a5e57f71412ca143ba8b08841a5e6ee3118870,0.197
0x9103c1f8fbe0001beae7d8a8f0cba6cfdce968eb564cbd0680139b37d28daa51,Apr-10-2018 03:55:31 PM,0xbb260fa653d5e1483012ff284f54a0910d999191,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.733
0x957634d1781d2ec72d57d50dff31ba66055f7cd0aa308fc61f2b0545eac5660b,Apr-10-2018 03:53:31 PM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xbb260fa653d5e1483012ff284f54a0910d999191,0.733
